anio_1;anio_2;anio_3;anio_4;anio_5;anio_6;anio_7;anio_8;anio_9;anio_10;anio_11;anio_12;anio_13;anio_14;anio_15;anio_16;anio_17;anio_18;anio_19;anio_20;anio_21;anio_22;anio_23;anio_24;areas
0.665;0.713;0.611;0.63;0.643;0.589;0.525;0.498;0.502;0.407;0.502;0.431;0.326;0.315;0.379;0.355;0.371;0.345;0.316;0.302;0.279;0.228;0.299;0.292;Mathematical Physics
0.665;0.713;0.611;0.63;0.643;0.589;0.525;0.498;0.502;0.407;0.502;0.431;0.326;0.315;0.379;0.355;0.371;0.345;0.316;0.302;0.279;0.228;0.299;0.292;Statistical and Nonlinear Physics
0.341;0.369;0.364;0.479;0.327;0.374;0.269;0.291;0.27;0.282;0.278;0.312;0.337;0.457;0.479;0.414;0.359;0.297;0.285;0.295;0.317;0.337;0.313;0.356;Physics and Astronomy (miscellaneous)
0.341;0.369;0.364;0.479;0.327;0.374;0.269;0.291;0.27;0.282;0.278;0.312;0.337;0.457;0.479;0.414;0.359;0.297;0.285;0.295;0.317;0.337;0.313;0.356;Mathematics (miscellaneous)
0.196;0.199;0.244;0.182;0.346;0.273;0.266;0.257;0.293;0.44;0.487;0.324;0.23;0.282;0.228;0.256;0.251;0.296;0.244;0.289;0.314;0.255;0.499;0.399;Software
0.196;0.199;0.244;0.182;0.346;0.273;0.266;0.257;0.293;0.44;0.487;0.324;0.23;0.282;0.228;0.256;0.251;0.296;0.244;0.289;0.314;0.255;0.499;0.399;Information Systems
0.196;0.199;0.244;0.182;0.346;0.273;0.266;0.257;0.293;0.44;0.487;0.324;0.23;0.282;0.228;0.256;0.251;0.296;0.244;0.289;0.314;0.255;0.499;0.399;Theoretical Computer Science
1.874;1.051;0.331;0.647;0.526;0.636;0.541;0.575;0.526;0.688;0.423;0.493;0.373;0.53;0.817;0.712;0.595;0.413;0.469;0.486;0.471;0.387;0.553;0.377;Computer Science Applications
1.874;1.051;0.331;0.647;0.526;0.636;0.541;0.575;0.526;0.688;0.423;0.493;0.373;0.53;0.817;0.712;0.595;0.413;0.469;0.486;0.471;0.387;0.553;0.377;Computer Science (miscellaneous)
1.874;1.051;0.331;0.647;0.526;0.636;0.541;0.575;0.526;0.688;0.423;0.493;0.373;0.53;0.817;0.712;0.595;0.413;0.469;0.486;0.471;0.387;0.553;0.377;Theoretical Computer Science
1.874;1.051;0.331;0.647;0.526;0.636;0.541;0.575;0.526;0.688;0.423;0.493;0.373;0.53;0.817;0.712;0.595;0.413;0.469;0.486;0.471;0.387;0.553;0.377;Computational Theory and Mathematics
1.874;1.051;0.331;0.647;0.526;0.636;0.541;0.575;0.526;0.688;0.423;0.493;0.373;0.53;0.817;0.712;0.595;0.413;0.469;0.486;0.471;0.387;0.553;0.377;Geometry and Topology
0.536;0.708;0.991;0.956;0.707;0.597;0.585;0.546;0.692;0.929;0.793;1.076;0.653;0.602;0.562;0.506;0.444;0.459;0.3;0.317;0.366;0.313;0.558;0.517;Computational Theory and Mathematics
0.536;0.708;0.991;0.956;0.707;0.597;0.585;0.546;0.692;0.929;0.793;1.076;0.653;0.602;0.562;0.506;0.444;0.459;0.3;0.317;0.366;0.313;0.558;0.517;Information Systems
0.536;0.708;0.991;0.956;0.707;0.597;0.585;0.546;0.692;0.929;0.793;1.076;0.653;0.602;0.562;0.506;0.444;0.459;0.3;0.317;0.366;0.313;0.558;0.517;Modeling and Simulation
0.536;0.708;0.991;0.956;0.707;0.597;0.585;0.546;0.692;0.929;0.793;1.076;0.653;0.602;0.562;0.506;0.444;0.459;0.3;0.317;0.366;0.313;0.558;0.517;Software
0.229;0.366;0.509;0.822;0.948;0.767;0.61;0.487;0.296;0.729;1.054;0.892;0.785;0.626;0.468;0.634;0.3;0.46;0.555;0.995;0.428;0.434;0.39;0.283;Statistics, Probability and Uncertainty
0.229;0.366;0.509;0.822;0.948;0.767;0.61;0.487;0.296;0.729;1.054;0.892;0.785;0.626;0.468;0.634;0.3;0.46;0.555;0.995;0.428;0.434;0.39;0.283;Statistics and Probability
0.152;0.229;0.215;0.235;0.3;0.254;0.224;0.296;0.275;0.303;0.237;0.241;0.217;0.213;0.215;0.282;0.231;0.228;0.22;0.268;0.361;0.255;0.255;0.259;Electrical and Electronic Engineering
0.152;0.229;0.215;0.235;0.3;0.254;0.224;0.296;0.275;0.303;0.237;0.241;0.217;0.213;0.215;0.282;0.231;0.228;0.22;0.268;0.361;0.255;0.255;0.259;Applied Mathematics
0.152;0.229;0.215;0.235;0.3;0.254;0.224;0.296;0.275;0.303;0.237;0.241;0.217;0.213;0.215;0.282;0.231;0.228;0.22;0.268;0.361;0.255;0.255;0.259;Computational Theory and Mathematics
0.152;0.229;0.215;0.235;0.3;0.254;0.224;0.296;0.275;0.303;0.237;0.241;0.217;0.213;0.215;0.282;0.231;0.228;0.22;0.268;0.361;0.255;0.255;0.259;Computer Science Applications
0.334;0.241;1.18;0.613;0.889;0.528;0.501;0.606;1.371;2.232;1.726;1.156;1.162;0.852;0.969;1.071;0.625;0.649;0.381;0.927;0.654;0.973;1.788;0.741;Theoretical Computer Science
0.334;0.241;1.18;0.613;0.889;0.528;0.501;0.606;1.371;2.232;1.726;1.156;1.162;0.852;0.969;1.071;0.625;0.649;0.381;0.927;0.654;0.973;1.788;0.741;Computational Mathematics
0.334;0.241;1.18;0.613;0.889;0.528;0.501;0.606;1.371;2.232;1.726;1.156;1.162;0.852;0.969;1.071;0.625;0.649;0.381;0.927;0.654;0.973;1.788;0.741;Computational Theory and Mathematics
0.334;0.241;1.18;0.613;0.889;0.528;0.501;0.606;1.371;2.232;1.726;1.156;1.162;0.852;0.969;1.071;0.625;0.649;0.381;0.927;0.654;0.973;1.788;0.741;Mathematics (miscellaneous)
0.483;0.441;0.803;0.871;0.94;0.561;0.492;0.6;0.624;1.118;1.02;0.864;0.666;0.682;1.031;0.816;0.671;0.478;0.495;0.492;0.472;0.355;0.549;0.604;Computer Science Applications
0.483;0.441;0.803;0.871;0.94;0.561;0.492;0.6;0.624;1.118;1.02;0.864;0.666;0.682;1.031;0.816;0.671;0.478;0.495;0.492;0.472;0.355;0.549;0.604;Control and Optimization
0.483;0.441;0.803;0.871;0.94;0.561;0.492;0.6;0.624;1.118;1.02;0.864;0.666;0.682;1.031;0.816;0.671;0.478;0.495;0.492;0.472;0.355;0.549;0.604;Computational Mathematics
0.483;0.441;0.803;0.871;0.94;0.561;0.492;0.6;0.624;1.118;1.02;0.864;0.666;0.682;1.031;0.816;0.671;0.478;0.495;0.492;0.472;0.355;0.549;0.604;Computational Theory and Mathematics
0.483;0.441;0.803;0.871;0.94;0.561;0.492;0.6;0.624;1.118;1.02;0.864;0.666;0.682;1.031;0.816;0.671;0.478;0.495;0.492;0.472;0.355;0.549;0.604;Geometry and Topology
1.944;2.018;1.739;1.814;1.595;0.893;1.256;1.247;0.992;1.326;1.505;2.068;1.967;1.655;2.126;1.58;2.082;1.661;1.775;1.799;1.612;1.461;1.413;1.321;Computational Mechanics
1.944;2.018;1.739;1.814;1.595;0.893;1.256;1.247;0.992;1.326;1.505;2.068;1.967;1.655;2.126;1.58;2.082;1.661;1.775;1.799;1.612;1.461;1.413;1.321;Mechanical Engineering
1.944;2.018;1.739;1.814;1.595;0.893;1.256;1.247;0.992;1.326;1.505;2.068;1.967;1.655;2.126;1.58;2.082;1.661;1.775;1.799;1.612;1.461;1.413;1.321;Ocean Engineering
1.944;2.018;1.739;1.814;1.595;0.893;1.256;1.247;0.992;1.326;1.505;2.068;1.967;1.655;2.126;1.58;2.082;1.661;1.775;1.799;1.612;1.461;1.413;1.321;Applied Mathematics
1.944;2.018;1.739;1.814;1.595;0.893;1.256;1.247;0.992;1.326;1.505;2.068;1.967;1.655;2.126;1.58;2.082;1.661;1.775;1.799;1.612;1.461;1.413;1.321;Computational Mathematics
1.944;2.018;1.739;1.814;1.595;0.893;1.256;1.247;0.992;1.326;1.505;2.068;1.967;1.655;2.126;1.58;2.082;1.661;1.775;1.799;1.612;1.461;1.413;1.321;Computational Theory and Mathematics
1.885;1.482;1.699;1.353;0.794;0.707;1.327;0.833;1.224;1.047;1.19;0.963;1.142;1.089;0.839;1.015;1.248;1.254;1.127;0.997;1.199;1.028;1.053;1.208;Control and Optimization
1.885;1.482;1.699;1.353;0.794;0.707;1.327;0.833;1.224;1.047;1.19;0.963;1.142;1.089;0.839;1.015;1.248;1.254;1.127;0.997;1.199;1.028;1.053;1.208;Applied Mathematics
1.885;1.482;1.699;1.353;0.794;0.707;1.327;0.833;1.224;1.047;1.19;0.963;1.142;1.089;0.839;1.015;1.248;1.254;1.127;0.997;1.199;1.028;1.053;1.208;Computational Mathematics
0.991;0.701;0.482;0.568;0.875;1.095;0.868;0.845;0.847;1.104;1.276;1.304;1.229;1.277;1.376;1.417;1.173;1.467;1.396;1.245;1.198;1.093;1.016;0.877;Computational Theory and Mathematics
0.991;0.701;0.482;0.568;0.875;1.095;0.868;0.845;0.847;1.104;1.276;1.304;1.229;1.277;1.376;1.417;1.173;1.467;1.396;1.245;1.198;1.093;1.016;0.877;Applied Mathematics
0.991;0.701;0.482;0.568;0.875;1.095;0.868;0.845;0.847;1.104;1.276;1.304;1.229;1.277;1.376;1.417;1.173;1.467;1.396;1.245;1.198;1.093;1.016;0.877;Computational Mathematics
0.991;0.701;0.482;0.568;0.875;1.095;0.868;0.845;0.847;1.104;1.276;1.304;1.229;1.277;1.376;1.417;1.173;1.467;1.396;1.245;1.198;1.093;1.016;0.877;Statistics and Probability
0.557;0.571;0.588;0.653;0.81;0.636;0.653;0.707;0.84;0.713;0.623;0.785;1.162;1.426;1.295;1.112;1.031;0.953;1.058;0.999;1.214;1.079;0.984;0.857;Modeling and Simulation
0.557;0.571;0.588;0.653;0.81;0.636;0.653;0.707;0.84;0.713;0.623;0.785;1.162;1.426;1.295;1.112;1.031;0.953;1.058;0.999;1.214;1.079;0.984;0.857;Computational Mathematics
0.557;0.571;0.588;0.653;0.81;0.636;0.653;0.707;0.84;0.713;0.623;0.785;1.162;1.426;1.295;1.112;1.031;0.953;1.058;0.999;1.214;1.079;0.984;0.857;Computational Theory and Mathematics
0.495;0.552;0.413;0.509;0.417;0.446;0.459;0.365;0.326;0.352;0.394;0.289;0.375;0.277;0.298;0.3;0.423;0.459;0.408;0.556;0.735;0.654;0.639;0.6;Multidisciplinary
0.495;0.552;0.413;0.509;0.417;0.446;0.459;0.365;0.326;0.352;0.394;0.289;0.375;0.277;0.298;0.3;0.423;0.459;0.408;0.556;0.735;0.654;0.639;0.6;Applied Mathematics
0.495;0.552;0.413;0.509;0.417;0.446;0.459;0.365;0.326;0.352;0.394;0.289;0.375;0.277;0.298;0.3;0.423;0.459;0.408;0.556;0.735;0.654;0.639;0.6;Modeling and Simulation
0.495;0.552;0.413;0.509;0.417;0.446;0.459;0.365;0.326;0.352;0.394;0.289;0.375;0.277;0.298;0.3;0.423;0.459;0.408;0.556;0.735;0.654;0.639;0.6;Geometry and Topology
0.295;0.309;0.458;0.502;0.47;0.489;0.447;0.507;0.54;0.612;0.428;0.403;0.383;0.473;0.516;0.48;0.429;0.371;0.332;0.355;0.339;0.311;0.385;0.338;Information Systems
0.295;0.309;0.458;0.502;0.47;0.489;0.447;0.507;0.54;0.612;0.428;0.403;0.383;0.473;0.516;0.48;0.429;0.371;0.332;0.355;0.339;0.311;0.385;0.338;Theoretical Computer Science
0.295;0.309;0.458;0.502;0.47;0.489;0.447;0.507;0.54;0.612;0.428;0.403;0.383;0.473;0.516;0.48;0.429;0.371;0.332;0.355;0.339;0.311;0.385;0.338;Algebra and Number Theory
0.295;0.309;0.458;0.502;0.47;0.489;0.447;0.507;0.54;0.612;0.428;0.403;0.383;0.473;0.516;0.48;0.429;0.371;0.332;0.355;0.339;0.311;0.385;0.338;Computational Theory and Mathematics
0.994;0.613;0.995;0.811;0.703;0.632;0.873;0.469;0.784;0.874;1.102;0.729;0.665;0.528;0.705;0.751;0.805;0.777;0.728;0.719;0.61;0.59;0.629;0.642;Theoretical Computer Science
0.994;0.613;0.995;0.811;0.703;0.632;0.873;0.469;0.784;0.874;1.102;0.729;0.665;0.528;0.705;0.751;0.805;0.777;0.728;0.719;0.61;0.59;0.629;0.642;Discrete Mathematics and Combinatorics
0.263;0.309;0.391;0.52;0.658;0.489;0.478;0.358;0.356;0.343;0.469;0.446;0.311;0.384;0.461;0.566;0.796;0.25;0.368;0.152;0.253;0.221;0.217;0.189;Theoretical Computer Science
0.263;0.309;0.391;0.52;0.658;0.489;0.478;0.358;0.356;0.343;0.469;0.446;0.311;0.384;0.461;0.566;0.796;0.25;0.368;0.152;0.253;0.221;0.217;0.189;Applied Mathematics
0.263;0.309;0.391;0.52;0.658;0.489;0.478;0.358;0.356;0.343;0.469;0.446;0.311;0.384;0.461;0.566;0.796;0.25;0.368;0.152;0.253;0.221;0.217;0.189;Computational Mathematics
0.263;0.309;0.391;0.52;0.658;0.489;0.478;0.358;0.356;0.343;0.469;0.446;0.311;0.384;0.461;0.566;0.796;0.25;0.368;0.152;0.253;0.221;0.217;0.189;Computational Theory and Mathematics
0.263;0.309;0.391;0.52;0.658;0.489;0.478;0.358;0.356;0.343;0.469;0.446;0.311;0.384;0.461;0.566;0.796;0.25;0.368;0.152;0.253;0.221;0.217;0.189;Geometry and Topology
0.339;0.226;0.24;0.228;0.267;0.237;0.309;0.406;0.428;0.341;0.298;0.288;0.355;0.412;0.594;0.442;0.465;0.482;0.456;0.447;0.548;0.547;0.519;0.526;Computer Science Applications
0.339;0.226;0.24;0.228;0.267;0.237;0.309;0.406;0.428;0.341;0.298;0.288;0.355;0.412;0.594;0.442;0.465;0.482;0.456;0.447;0.548;0.547;0.519;0.526;Applied Mathematics
0.339;0.226;0.24;0.228;0.267;0.237;0.309;0.406;0.428;0.341;0.298;0.288;0.355;0.412;0.594;0.442;0.465;0.482;0.456;0.447;0.548;0.547;0.519;0.526;Computational Theory and Mathematics
0.881;0.942;0.972;1.079;0.796;0.8;1.15;0.924;1.042;1.228;1.397;1.409;1.208;1.258;1.215;1.252;1.416;1.49;1.209;1.046;1.23;1.003;1.005;1.115;Theoretical Computer Science
0.881;0.942;0.972;1.079;0.796;0.8;1.15;0.924;1.042;1.228;1.397;1.409;1.208;1.258;1.215;1.252;1.416;1.49;1.209;1.046;1.23;1.003;1.005;1.115;Applied Mathematics
0.881;0.942;0.972;1.079;0.796;0.8;1.15;0.924;1.042;1.228;1.397;1.409;1.208;1.258;1.215;1.252;1.416;1.49;1.209;1.046;1.23;1.003;1.005;1.115;Computer Science Applications
0.881;0.942;0.972;1.079;0.796;0.8;1.15;0.924;1.042;1.228;1.397;1.409;1.208;1.258;1.215;1.252;1.416;1.49;1.209;1.046;1.23;1.003;1.005;1.115;Signal Processing
0.881;0.942;0.972;1.079;0.796;0.8;1.15;0.924;1.042;1.228;1.397;1.409;1.208;1.258;1.215;1.252;1.416;1.49;1.209;1.046;1.23;1.003;1.005;1.115;Mathematical Physics
0.408;0.601;0.912;0.285;0.271;0.458;0.535;0.574;0.816;0.643;0.69;0.784;0.565;0.486;0.595;0.579;0.959;0.731;0.579;0.515;0.516;0.538;0.523;0.497;Computer Science Applications
0.408;0.601;0.912;0.285;0.271;0.458;0.535;0.574;0.816;0.643;0.69;0.784;0.565;0.486;0.595;0.579;0.959;0.731;0.579;0.515;0.516;0.538;0.523;0.497;Discrete Mathematics and Combinatorics
0.408;0.601;0.912;0.285;0.271;0.458;0.535;0.574;0.816;0.643;0.69;0.784;0.565;0.486;0.595;0.579;0.959;0.731;0.579;0.515;0.516;0.538;0.523;0.497;Applied Mathematics
0.408;0.601;0.912;0.285;0.271;0.458;0.535;0.574;0.816;0.643;0.69;0.784;0.565;0.486;0.595;0.579;0.959;0.731;0.579;0.515;0.516;0.538;0.523;0.497;Computational Theory and Mathematics
0.408;0.601;0.912;0.285;0.271;0.458;0.535;0.574;0.816;0.643;0.69;0.784;0.565;0.486;0.595;0.579;0.959;0.731;0.579;0.515;0.516;0.538;0.523;0.497;Control and Optimization
0.627;0.559;0.621;0.716;1.075;1.498;1.455;1.364;1.021;1.176;1.091;0.932;0.678;1.353;1.537;1.479;1.321;1.122;0.933;0.743;0.775;0.656;0.779;0.794;Control and Optimization
0.627;0.559;0.621;0.716;1.075;1.498;1.455;1.364;1.021;1.176;1.091;0.932;0.678;1.353;1.537;1.479;1.321;1.122;0.933;0.743;0.775;0.656;0.779;0.794;Algebra and Number Theory
0.627;0.559;0.621;0.716;1.075;1.498;1.455;1.364;1.021;1.176;1.091;0.932;0.678;1.353;1.537;1.479;1.321;1.122;0.933;0.743;0.775;0.656;0.779;0.794;Applied Mathematics
0.627;0.559;0.621;0.716;1.075;1.498;1.455;1.364;1.021;1.176;1.091;0.932;0.678;1.353;1.537;1.479;1.321;1.122;0.933;0.743;0.775;0.656;0.779;0.794;Mathematics (miscellaneous)
0.627;0.559;0.621;0.716;1.075;1.498;1.455;1.364;1.021;1.176;1.091;0.932;0.678;1.353;1.537;1.479;1.321;1.122;0.933;0.743;0.775;0.656;0.779;0.794;Numerical Analysis
0.627;0.559;0.621;0.716;1.075;1.498;1.455;1.364;1.021;1.176;1.091;0.932;0.678;1.353;1.537;1.479;1.321;1.122;0.933;0.743;0.775;0.656;0.779;0.794;Statistics and Probability
0.574;0.26;0.882;0.606;0.937;0.571;0.966;0.69;1.212;0.832;0.986;0.692;0.726;0.901;0.965;1.024;0.762;0.773;0.724;0.669;0.784;0.504;0.752;0.477;Modeling and Simulation
0.574;0.26;0.882;0.606;0.937;0.571;0.966;0.69;1.212;0.832;0.986;0.692;0.726;0.901;0.965;1.024;0.762;0.773;0.724;0.669;0.784;0.504;0.752;0.477;Applied Mathematics
0.574;0.26;0.882;0.606;0.937;0.571;0.966;0.69;1.212;0.832;0.986;0.692;0.726;0.901;0.965;1.024;0.762;0.773;0.724;0.669;0.784;0.504;0.752;0.477;Computer Vision and Pattern Recognition
0.574;0.26;0.882;0.606;0.937;0.571;0.966;0.69;1.212;0.832;0.986;0.692;0.726;0.901;0.965;1.024;0.762;0.773;0.724;0.669;0.784;0.504;0.752;0.477;Condensed Matter Physics
0.574;0.26;0.882;0.606;0.937;0.571;0.966;0.69;1.212;0.832;0.986;0.692;0.726;0.901;0.965;1.024;0.762;0.773;0.724;0.669;0.784;0.504;0.752;0.477;Geometry and Topology
0.574;0.26;0.882;0.606;0.937;0.571;0.966;0.69;1.212;0.832;0.986;0.692;0.726;0.901;0.965;1.024;0.762;0.773;0.724;0.669;0.784;0.504;0.752;0.477;Statistics and Probability
0.598;0.44;1.38;1.066;1.443;1.098;0.754;0.823;0.619;0.677;0.59;0.498;0.532;0.674;0.937;1.182;1.911;0.375;0.494;1.252;1.463;2.151;1.747;1.56;Computational Mathematics
1.006;0.964;0.567;0.726;0.92;0.897;0.653;0.725;0.726;1.012;0.708;0.72;0.61;0.653;0.863;0.806;0.892;0.586;0.519;0.44;0.488;0.598;0.525;0.441;Computational Mathematics
1.006;0.964;0.567;0.726;0.92;0.897;0.653;0.725;0.726;1.012;0.708;0.72;0.61;0.653;0.863;0.806;0.892;0.586;0.519;0.44;0.488;0.598;0.525;0.441;Algebra and Number Theory
0.165;0.213;0.375;0.182;0.443;0.263;0.124;0.143;0.236;0.259;0.314;0.252;0.314;0.358;0.426;0.418;0.288;0.249;0.218;0.292;0.279;0.194;0.286;0.375;Control and Systems Engineering
0.165;0.213;0.375;0.182;0.443;0.263;0.124;0.143;0.236;0.259;0.314;0.252;0.314;0.358;0.426;0.418;0.288;0.249;0.218;0.292;0.279;0.194;0.286;0.375;Modeling and Simulation
0.165;0.213;0.375;0.182;0.443;0.263;0.124;0.143;0.236;0.259;0.314;0.252;0.314;0.358;0.426;0.418;0.288;0.249;0.218;0.292;0.279;0.194;0.286;0.375;Software
0.165;0.213;0.375;0.182;0.443;0.263;0.124;0.143;0.236;0.259;0.314;0.252;0.314;0.358;0.426;0.418;0.288;0.249;0.218;0.292;0.279;0.194;0.286;0.375;Applied Mathematics
0.165;0.213;0.375;0.182;0.443;0.263;0.124;0.143;0.236;0.259;0.314;0.252;0.314;0.358;0.426;0.418;0.288;0.249;0.218;0.292;0.279;0.194;0.286;0.375;Computer Science Applications
2.947;2.664;2.381;2.447;2.286;1.786;2.259;1.996;2.086;3.003;2.786;2.54;2.376;2.75;1.962;2.587;2.386;3.158;2.49;2.853;3.082;2.358;2.794;2.281;Mathematics (miscellaneous)
2.947;2.664;2.381;2.447;2.286;1.786;2.259;1.996;2.086;3.003;2.786;2.54;2.376;2.75;1.962;2.587;2.386;3.158;2.49;2.853;3.082;2.358;2.794;2.281;Software
0.103;0.1;0.201;0.173;0.198;0.2;0.206;0.246;0.206;0.264;0.336;0.515;0.436;0.479;0.499;0.53;0.591;0.56;0.768;0.743;0.805;0.77;0.891;0.722;Mechanical Engineering
0.103;0.1;0.201;0.173;0.198;0.2;0.206;0.246;0.206;0.264;0.336;0.515;0.436;0.479;0.499;0.53;0.591;0.56;0.768;0.743;0.805;0.77;0.891;0.722;Mechanics of Materials
0.103;0.1;0.201;0.173;0.198;0.2;0.206;0.246;0.206;0.264;0.336;0.515;0.436;0.479;0.499;0.53;0.591;0.56;0.768;0.743;0.805;0.77;0.891;0.722;Modeling and Simulation
0.103;0.1;0.201;0.173;0.198;0.2;0.206;0.246;0.206;0.264;0.336;0.515;0.436;0.479;0.499;0.53;0.591;0.56;0.768;0.743;0.805;0.77;0.891;0.722;Condensed Matter Physics
1.883;2.174;2.548;2.553;2.008;1.861;2.067;1.548;1.883;1.698;2.03;1.962;1.743;1.851;1.973;1.788;1.904;2.293;2.593;1.727;1.934;2.214;1.742;1.484;Applied Mathematics
1.883;2.174;2.548;2.553;2.008;1.861;2.067;1.548;1.883;1.698;2.03;1.962;1.743;1.851;1.973;1.788;1.904;2.293;2.593;1.727;1.934;2.214;1.742;1.484;Computational Mathematics
0.846;0.958;1.85;1.56;0.641;0.517;0.981;0.658;1.163;0.553;0.636;0.744;0.819;0.879;0.689;0.82;0.965;0.87;0.723;0.753;0.792;0.789;0.913;1.079;Software
0.846;0.958;1.85;1.56;0.641;0.517;0.981;0.658;1.163;0.553;0.636;0.744;0.819;0.879;0.689;0.82;0.965;0.87;0.723;0.753;0.792;0.789;0.913;1.079;Applied Mathematics
0.846;0.958;1.85;1.56;0.641;0.517;0.981;0.658;1.163;0.553;0.636;0.744;0.819;0.879;0.689;0.82;0.965;0.87;0.723;0.753;0.792;0.789;0.913;1.079;Control and Optimization
0.675;0.769;1.512;1.534;1.633;1.652;1.38;1.861;1.536;1.979;2.461;1.97;2.065;2.053;1.976;1.991;1.53;1.499;0.874;1.331;1.492;1.533;2.349;2.471;Computer Science (miscellaneous)
0.675;0.769;1.512;1.534;1.633;1.652;1.38;1.861;1.536;1.979;2.461;1.97;2.065;2.053;1.976;1.991;1.53;1.499;0.874;1.331;1.492;1.533;2.349;2.471;Mathematics (miscellaneous)
0.832;0.821;0.807;0.996;0.937;0.972;0.92;0.684;0.833;0.762;0.829;0.913;0.788;0.814;0.781;0.795;0.792;0.757;0.644;0.667;0.713;0.708;0.606;0.599;Mathematical Physics
0.832;0.821;0.807;0.996;0.937;0.972;0.92;0.684;0.833;0.762;0.829;0.913;0.788;0.814;0.781;0.795;0.792;0.757;0.644;0.667;0.713;0.708;0.606;0.599;Statistical and Nonlinear Physics
0.216;0.167;0.299;0.329;0.406;0.357;0.361;0.523;0.5;0.617;0.605;0.472;0.462;0.432;0.435;0.604;0.404;0.506;0.789;0.565;0.491;0.544;0.386;0.308;Statistical and Nonlinear Physics
0.216;0.167;0.299;0.329;0.406;0.357;0.361;0.523;0.5;0.617;0.605;0.472;0.462;0.432;0.435;0.604;0.404;0.506;0.789;0.565;0.491;0.544;0.386;0.308;Mathematical Physics
1.34;1.191;1.138;1.377;1.068;1.434;1.372;1.255;1.289;1.331;1.199;1.194;1.011;1.012;0.892;0.878;0.982;0.959;0.93;0.861;0.742;0.71;0.716;0.75;Statistical and Nonlinear Physics
1.34;1.191;1.138;1.377;1.068;1.434;1.372;1.255;1.289;1.331;1.199;1.194;1.011;1.012;0.892;0.878;0.982;0.959;0.93;0.861;0.742;0.71;0.716;0.75;Mathematical Physics
0.909;0.85;0.939;0.954;0.8;0.859;1.456;0.736;0.821;0.713;0.748;0.709;0.935;0.944;1.07;1.128;1.216;1.06;0.989;0.884;0.877;0.915;0.668;0.754;Statistical and Nonlinear Physics
0.909;0.85;0.939;0.954;0.8;0.859;1.456;0.736;0.821;0.713;0.748;0.709;0.935;0.944;1.07;1.128;1.216;1.06;0.989;0.884;0.877;0.915;0.668;0.754;Mathematical Physics
0.398;0.279;0.238;1.221;0.474;0.558;0.629;0.513;0.741;0.576;0.507;0.663;0.388;0.6;0.687;0.858;0.408;0.676;0.545;0.781;0.891;0.595;0.557;0.671;Mathematical Physics
0.398;0.279;0.238;1.221;0.474;0.558;0.629;0.513;0.741;0.576;0.507;0.663;0.388;0.6;0.687;0.858;0.408;0.676;0.545;0.781;0.891;0.595;0.557;0.671;Geometry and Topology
0.927;0.579;0.476;0.784;0.619;0.64;1.544;0.61;0.697;0.487;0.62;0.76;0.836;0.801;0.547;0.654;0.632;1.165;0.768;0.778;0.626;0.672;0.773;0.685;Mathematics (miscellaneous)
0.927;0.579;0.476;0.784;0.619;0.64;1.544;0.61;0.697;0.487;0.62;0.76;0.836;0.801;0.547;0.654;0.632;1.165;0.768;0.778;0.626;0.672;0.773;0.685;Mechanics of Materials
0.927;0.579;0.476;0.784;0.619;0.64;1.544;0.61;0.697;0.487;0.62;0.76;0.836;0.801;0.547;0.654;0.632;1.165;0.768;0.778;0.626;0.672;0.773;0.685;Materials Science (miscellaneous)
0.802;0.692;1.083;1.131;0.447;1.074;0.719;1.045;0.951;1.263;1.16;1.244;1.151;1.461;1.083;1.305;1.225;1.076;0.821;0.86;0.686;0.687;0.624;0.536;Computer Science Applications
0.802;0.692;1.083;1.131;0.447;1.074;0.719;1.045;0.951;1.263;1.16;1.244;1.151;1.461;1.083;1.305;1.225;1.076;0.821;0.86;0.686;0.687;0.624;0.536;Materials Science (miscellaneous)
0.802;0.692;1.083;1.131;0.447;1.074;0.719;1.045;0.951;1.263;1.16;1.244;1.151;1.461;1.083;1.305;1.225;1.076;0.821;0.86;0.686;0.687;0.624;0.536;Mechanics of Materials
0.802;0.692;1.083;1.131;0.447;1.074;0.719;1.045;0.951;1.263;1.16;1.244;1.151;1.461;1.083;1.305;1.225;1.076;0.821;0.86;0.686;0.687;0.624;0.536;Modeling and Simulation
0.802;0.692;1.083;1.131;0.447;1.074;0.719;1.045;0.951;1.263;1.16;1.244;1.151;1.461;1.083;1.305;1.225;1.076;0.821;0.86;0.686;0.687;0.624;0.536;Condensed Matter Physics
1.957;1.928;1.563;1.876;2.127;1.928;1.944;1.711;1.815;2.203;2.309;2.057;2.114;1.709;2.085;2.228;1.98;1.558;2.14;2.301;1.894;2.298;1.383;1.348;Agricultural and Biological Sciences (miscellaneous)
1.957;1.928;1.563;1.876;2.127;1.928;1.944;1.711;1.815;2.203;2.309;2.057;2.114;1.709;2.085;2.228;1.98;1.558;2.14;2.301;1.894;2.298;1.383;1.348;Applied Mathematics
1.957;1.928;1.563;1.876;2.127;1.928;1.944;1.711;1.815;2.203;2.309;2.057;2.114;1.709;2.085;2.228;1.98;1.558;2.14;2.301;1.894;2.298;1.383;1.348;Biochemistry, Genetics and Molecular Biology (miscellaneous)
1.957;1.928;1.563;1.876;2.127;1.928;1.944;1.711;1.815;2.203;2.309;2.057;2.114;1.709;2.085;2.228;1.98;1.558;2.14;2.301;1.894;2.298;1.383;1.348;Medicine (miscellaneous)
